web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25
"1788937663-93","https://poe2db.tw/us/Keywords","Rarity","","","","Item or Monster rarity can be Normal (grey), Magic (blue), Rare (yellow) or Unique (brown). As a general rule, monsters increase in difficulty depending on their Rarity.","","","","","","","","","","","","","","","","","","","",""
"1788937663-94","https://poe2db.tw/us/Keywords","Faster Start of Energy Shield Recharge","","","","Affects the delay before your Energy Shield starts Recharging after losing Energy Shield.","","","","","","","","","","","","","Energy Shield","","","","","","","Recharging"
"1788937663-95","https://poe2db.tw/us/Keywords","Energy Shield Recharge Rate","","","","Affects how quickly Energy Shield is recovered by Recharge once it starts Recharging.","","","","","","","","","","","","","Energy Shield","","","","","","","Recharge"
"1788937663-96","https://poe2db.tw/us/Keywords","Hit Damage","","","","Any damage that isn't damage over time is Hit damage.



Damaging Ailments which result from a Hit will calculate their damage from that Hit, and will not subsequently have Damage modifiers applied directly to them. As a result of this, raising Hit Damage will result in more powerful Damaging Ailments innately.","","","","","","","","","","","","","","","","","","","",""
"1788937663-97","https://poe2db.tw/us/Keywords","Spells","","","","Spells are skills that use raw magic to destroy your enemies. Attacks are not Spells.



Spells have their own base damage, cast speed and Critical Hit chance determined by the skill. They do not benefit from a weapon's inherent damage, attack speed or Critical Hit chance.","","","","","","","","","","","","","","","","","","","",""
"1788937663-98","https://poe2db.tw/us/Keywords","Attacks","","","","Attacks are skills that directly damage enemies, usually using your equipped Martial Weapon. Spells are not Attacks.



The base damage, attack speed and critical hit chance of an attack are determined using your Martial Weapon's stats unless the skill says otherwise.



Attacks do not necessarily deal Physical damage — they can deal any damage type.","","","","","","","","","","","","","","","Spells","","","","",""
"1788937663-99","https://poe2db.tw/us/Keywords","Traps","","","","Traps are Two-Handed ranged weapons that require Dexterity and Intelligence to equip. Traps cannot be used to Attack directly. 



Throwing a Trap places it on the ground, where it can either be detonated manually or triggered by Close by enemies depending on the Trap type.","","","","","","","","","","","","","","","","","","","",""
"1788937663-100","https://poe2db.tw/us/Keywords","Withered","","","","Withered applies 5% increased Chaos damage Taken, and can be inflicted up to 10 times.","","","","","","","","","","","","","","","","","","","",""
"1788937663-101","https://poe2db.tw/us/Keywords","Crushed","","","","Crushed lowers Physical Damage Reduction by 15%. This can result in Physical Damage Reduction being negative, causing more damage to be taken.","","","","","","","","","","","","","","","","","","","",""
"1788937663-102","https://poe2db.tw/us/Keywords","Crushing Blows","","","","Crushing Blows cause a Heavy Stun on enemies that are Primed for Stun.","","","","","","","","","","","","","","","","","","","",""
"1788937663-103","https://poe2db.tw/us/Keywords","Brittle","","","","Hits have up to +6% Critical Hit Chance against Brittle enemies, based on the Cold damage of the Hit which inflicted Brittle, for 4 seconds.","","","","","","","","","","","","","","","","","","","",""
"1788937663-104","https://poe2db.tw/us/Keywords","Quest Item","","","","Quest items are used to progress the story. They cannot be sold or stashed, but can be discarded. Discarded quest items can be reobtained from their original source.","","","","","","","","","","","","","","","","","","","",""
"1788937663-105","https://poe2db.tw/us/Keywords","Swords","","","","Swords are Melee weapons that can be One-Handed or Two-Handed. Swords require Strength and Dexterity to equip. 



Sword Attacks are commonly related to elemental damage.","","","","","","","","","","","","","","","","","","","",""
"1788937663-106","https://poe2db.tw/us/Keywords","Maces","","Fire","","Maces are Melee weapons that can be One-Handed or Two-Handed. Maces require Strength to equip. 



Mace Attacks are often Slams or slow Strikes that deal Physical or Fire damage.","","","","","","","","","","","","","","","","","","","",""
"1788937663-107","https://poe2db.tw/us/Keywords","Sceptres","","","","Sceptres are One-Handed weapons that require Strength and Intelligence to equip. Sceptres can be equipped in your main hand or off hand, but you cannot Dual Wield two Sceptres. 



Sceptres cannot be used to Attack and do not grant bonuses to Spellcasting. Instead, they grant additional Spirit and can provide bonuses to your Allies.","","","","","","","","","","","","","","","Spellcasting","","","","",""
"1788937663-108","https://poe2db.tw/us/Keywords","Wands","","","","Wands are One-Handed Spellcasting weapons that require Intelligence to equip. 



Wands cannot be Dual Wielded and cannot be used to Attack directly. However, they grant inbuilt Spells based on the wand type and powerful bonuses to spells.","","","","","","","","","","","","","","","Spellcasting","","","","",""
"1788937663-109","https://poe2db.tw/us/Keywords","Axes","","","","Axes are Melee weapons that can be One-Handed or Two-Handed. Axes require Strength and Dexterity to equip. 



Axe Attacks commonly involve throwing your axe and/or inflicting Bleeding.","","","","","","Bleeding","","","","","","","","","","","","","",""
"1788937663-110","https://poe2db.tw/us/Keywords","Bows","","","","Bows are Two-Handed ranged weapons that require Dexterity to equip. Equipping a Bow allows you to also equip a Quiver in the off hand slot. 



Bows can Attack from long range and with high mobility using a variety of skills, but generally deal less damage than other two-handed weapon types.","","","","","","","","","","","","","","","","","","","",""
"1788937663-111","https://poe2db.tw/us/Keywords","Daggers","","","","Daggers are One-Handed Melee weapons that require Dexterity and Intelligence to equip. 



Dagger Attacks are commonly related to ambushing or debilitating enemies. Some blade-related Spells also require a Dagger.","","","","","","","","","","","","","","","Spells","","","","",""
"1788937663-112","https://poe2db.tw/us/Keywords","Staves","","","","Staves are Two-Handed Spellcasting weapons that require Intelligence to equip. 

Staves cannot be used to Attack. However, they grant inbuilt Spells based on the staff type and powerful bonuses to spells.","","","","","","","","","","","","","","","Spellcasting","","","","",""
"1788937663-113","https://poe2db.tw/us/Keywords","Claws","","","","Claws are One-Handed Melee weapons that require Dexterity to equip. Claws can be Dual Wielded with another Claw, but cannot be combined with other equipped items in the off hand.



Claw Attacks are commonly fast and cause Bleeding.","","","","","","Bleeding","","","","","","","","","","","","","",""
"1788937663-114","https://poe2db.tw/us/Keywords","Talismans","","Persistent","","Talismans are Two-Handed Melee weapons that require Strength and Intelligence to equip.



Talismans allow you to use Shapeshifting Skills associated with the Talisman's current form, and grants a basic Attack for that form. You can change the Talisman's form at any time.



While you have a Talisman in your active weapon set you will Shapeshift into its associated form. As a result, Skills that cannot be used in a Shapeshift form cannot be used with Talismans. Triggered Skills and Persistent Skills will continue to function.","","","","","","","","","","","","","","","","","","","",""
"1788937663-115","https://poe2db.tw/us/Keywords","Shields","","Armour","","Shields are defensive items that are equipped in your off hand, usually granting Armour. While holding a Shield you have a chance to passively Block. Shields also grant a Skill that lets you Block incoming Hits more actively, either raising your Shield to absorb the Hit or Parrying the Hit depending on the type of Shield.



Bucklers are a special type of Shield that do not grant any Armour and can Parry enemy skills instead of being raised to Block.","","","","","","","","Armour","","","","","","","","Bucklers","","","",""
"1788937663-116","https://poe2db.tw/us/Keywords","Armoured Shields","","","","Armoured Shields are any Shields that grant the player Armour — that is, any type of Shield other than Bucklers.","","","","","","","","Armour","","","","","","","","Bucklers","","Shields","",""
