web_scraper_order,web_scraper_start_url,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15,name16,name17,name18,name19,name20,name21,name22,name23,name24,name25,name26,name27,name28,name29,name30,name31,image
1788936683-365,https://poe2db.tw/us/Gem#SupportGems,Kulemak's Dominion,"Kulemak's Dominion (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageKulemakSpire.webp
1788936683-366,https://poe2db.tw/us/Gem#SupportGems,Kurgal's Leash,"Kurgal's Leash (1)Support, Lineage, Minion, Chaos","Support, Lineage, Minion, Chaos",Support,,,,,Chaos,,,,,,,,Lineage,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/AbyssKurgal.webp
1788936683-367,https://poe2db.tw/us/Gem#SupportGems,Morgana's Tempest,"Morgana's Tempest (1)Support, Lineage, Storm","Support, Lineage, Storm",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/MorganasTempest.webp
1788936683-368,https://poe2db.tw/us/Gem#SupportGems,Oisín's Oath,"Oisín's Oath (1)Support, Lineage, Spell","Support, Lineage, Spell",Support,,,,,,,,,,,,,Lineage,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/WalkeroftheWilds.webp
1788936683-369,https://poe2db.tw/us/Gem#SupportGems,Romira's Requital,"Romira's Requital (1)Support, Lineage, Minion","Support, Lineage, Minion",Support,,,,,,,,,,,,,Lineage,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageRomira.webp
1788936683-370,https://poe2db.tw/us/Gem#SupportGems,Shock Conduction II,"Shock Conduction II (1)Support, AoE, Lightning","Support, AoE, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ShockingProliferationSupport.webp
1788936683-371,https://poe2db.tw/us/Gem#SupportGems,Tecrod's Revenge,"Tecrod's Revenge (1)Support, Lineage, Minion, Persistent, Duration","Support, Lineage, Minion, Persistent, Duration",Support,,,,,,,,,,,,,Lineage,Minion,,,,,,,,Duration,,Persistent,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageTecrod.webp
1788936683-372,https://poe2db.tw/us/Gem#SupportGems,Varashta's Blessing,"Varashta's Blessing (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageDjinn.webp
1788936683-373,https://poe2db.tw/us/Gem#SupportGems,Vilenta's Propulsion,"Vilenta's Propulsion (1)Support, Lineage, Spell, Projectile","Support, Lineage, Spell, Projectile",Support,,,,,,,,,Projectile,,,,Lineage,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageVilenta.webp
1788936683-374,https://poe2db.tw/us/Gem#SupportGems,Sione's Temper,"Sione's Temper (1)Support, Lineage, Spell, Projectile","Support, Lineage, Spell, Projectile",Support,,,,,,,,,Projectile,,,,Lineage,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Wildshards.webp
1788936683-375,https://poe2db.tw/us/Gem#SupportGems,Xibaqua's Rending,"Xibaqua's Rending (1)Support, Lineage, AoE, Trigger, Fire","Support, Lineage, AoE, Trigger, Fire",Support,,,,,,,,,,Fire,,,Lineage,,,,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageXibaqua.webp
1788936683-376,https://poe2db.tw/us/Gem#SupportGems,Zarokh's Refrain,"Zarokh's Refrain (1)Support, Lineage, Spell, AoE","Support, Lineage, Spell, AoE",Support,,,,,,,,,,,,,Lineage,,,Spell,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Zarokh.webp
1788936683-377,https://poe2db.tw/us/Gem#SupportGems,Zarokh's Revolt,"Zarokh's Revolt (1)Support, Spell","Support, Spell",Support,,,,,,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/ZarokhsRevolt.webp
1788936683-378,https://poe2db.tw/us/Gem#SupportGems,Cold Attunement,"Cold Attunement (1)Support, Cold","Support, Cold",Support,,,,,,,,,,,,,,,,,,,Cold,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AddedColdDamageSupport.webp
1788936683-379,https://poe2db.tw/us/Gem#SupportGems,Ambush,Ambush (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AmbushSupport.webp
1788936683-380,https://poe2db.tw/us/Gem#SupportGems,Arcane Surge,"Arcane Surge (1)Support, Spell, Duration","Support, Spell, Duration",Support,,,,,,,,,,,,,,,,Spell,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ArcaneSurgeSupport.webp
1788936683-381,https://poe2db.tw/us/Gem#SupportGems,Burgeon I,"Burgeon I (1)Support, Channelling","Support, Channelling",Support,,,,,,,,Channelling,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChannellingDamageSupport.webp
1788936683-382,https://poe2db.tw/us/Gem#SupportGems,Clarity I,"Clarity I (1)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ClaritySupport.webp
1788936683-383,https://poe2db.tw/us/Gem#SupportGems,Concentrated Area,"Concentrated Area (1)Support, AoE","Support, AoE",Support,,,,,,,,,,,,,,,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ConcentratedEffectSupport.webp
1788936683-384,https://poe2db.tw/us/Gem#SupportGems,Controlled Destruction,"Controlled Destruction (1)Support, Spell","Support, Spell",Support,,,,,,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ControlledDestructionSupport.webp
1788936683-385,https://poe2db.tw/us/Gem#SupportGems,Creeping Chill,"Creeping Chill (1)Support, AoE, Trigger, Cold","Support, AoE, Trigger, Cold",Support,,,,,,,,,,,,,,,,,,,Cold,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CreepingChillSupport.webp
1788936683-386,https://poe2db.tw/us/Gem#SupportGems,Crescendo I,"Crescendo I (1)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExtendedCombo.webp
1788936683-387,https://poe2db.tw/us/Gem#SupportGems,Crystalline Shards,Crystalline Shards (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CrystallineShardsSupport.webp
1788936683-388,https://poe2db.tw/us/Gem#SupportGems,Heightened Curse,"Heightened Curse (1)Support, Curse","Support, Curse",Support,,,Curse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CurseEffectSupport.webp
1788936683-389,https://poe2db.tw/us/Gem#SupportGems,Coursing Current,"Coursing Current (1)Support, Spell, Projectile, Trigger, Lightning, Chaining","Support, Spell, Projectile, Trigger, Lightning, Chaining",Support,,Chaining,,,,,,,Projectile,,,,,,,Spell,,Lightning,,Trigger,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DeadlyCurrent.webp
1788936683-390,https://poe2db.tw/us/Gem#SupportGems,Elemental Army,"Elemental Army (1)Support, Minion","Support, Minion",Support,,,,,,,,,,,,,,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ElementalArmySupport.webp
1788936683-391,https://poe2db.tw/us/Gem#SupportGems,Expanse,"Expanse (1)Support, AoE","Support, AoE",Support,,,,,,,,,,,,,,,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExecrateSupport.webp
1788936683-392,https://poe2db.tw/us/Gem#SupportGems,Hourglass,Hourglass (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/HourglassSupport.webp
1788936683-393,https://poe2db.tw/us/Gem#SupportGems,Ice Bite I,"Ice Bite I (1)Support, Warcry, Cold, Duration","Support, Warcry, Cold, Duration",Support,,,,,,,Warcry,,,,,,,,,,,,Cold,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IceBiteSupport.webp
1788936683-394,https://poe2db.tw/us/Gem#SupportGems,Impending Doom,"Impending Doom (1)Support, Spell, AoE, Trigger, Chaos","Support, Spell, AoE, Trigger, Chaos",Support,,,,,Chaos,,,,,,,,,,,Spell,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ImpendingDoomSupport.webp
1788936683-395,https://poe2db.tw/us/Gem#SupportGems,Last Gasp,"Last Gasp (1)Support, Minion, Persistent, Duration","Support, Minion, Persistent, Duration",Support,,,,,,,,,,,,,,Minion,,,,,,,,Duration,,Persistent,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LastGaspSupport.webp
1788936683-396,https://poe2db.tw/us/Gem#SupportGems,Deep Freeze,"Deep Freeze (1)Support, Cold","Support, Cold",Support,,,,,,,,,,,,,,,,,,,Cold,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DeepFreezeSupport.webp
1788936683-397,https://poe2db.tw/us/Gem#SupportGems,Magnified Area I,"Magnified Area I (1)Support, AoE","Support, AoE",Support,,,,,,,,,,,,,,,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IncreasedAreaOfEffectSupport.webp
1788936683-398,https://poe2db.tw/us/Gem#SupportGems,Mark of Siphoning,"Mark of Siphoning (1)Support, Mark","Support, Mark",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MarkedForDrain.webp
1788936683-399,https://poe2db.tw/us/Gem#SupportGems,Minion Pact I,"Minion Pact I (1)Support, Minion","Support, Minion",Support,,,,,,,,,,,,,,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MinionPactSupport.webp
1788936683-400,https://poe2db.tw/us/Gem#SupportGems,Perpetual Charge,Perpetual Charge (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PerpetualChargeSupport.webp
1788936683-401,https://poe2db.tw/us/Gem#SupportGems,Profanity I,"Profanity I (1)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ProfanitySupport.webp
1788936683-402,https://poe2db.tw/us/Gem#SupportGems,Rapid Casting I,"Rapid Casting I (1)Support, Spell","Support, Spell",Support,,,,,,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterCastSupport.webp
1788936683-403,https://poe2db.tw/us/Gem#SupportGems,Sacrificial Lamb I,"Sacrificial Lamb I (1)Support, Minion","Support, Minion",Support,,,,,,,,,,,,,,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SacrificalLambSupport.webp
1788936683-404,https://poe2db.tw/us/Gem#SupportGems,Spell Cascade,"Spell Cascade (1)Support, AoE","Support, AoE",Support,,,,,,,,,,,,,,,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SpellCascadeSupport.webp
1788936683-405,https://poe2db.tw/us/Gem#SupportGems,Thrill of the Kill,"Thrill of the Kill (1)Support, Attack, Lightning, Duration","Support, Attack, Lightning, Duration",Support,,,,,,,,,,,,,,,,,Attack,Lightning,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ThrilloftheKillSupport.webp
1788936683-406,https://poe2db.tw/us/Gem#SupportGems,Unleash,"Unleash (1)Support, Spell","Support, Spell",Support,,,,,,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/UnleashSupport.webp
1788936683-407,https://poe2db.tw/us/Gem#SupportGems,Fortress I,Fortress I (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/WallFortressSupport.webp
1788936683-408,https://poe2db.tw/us/Gem#SupportGems,Withering Touch,"Withering Touch (1)Support, Chaos, Duration","Support, Chaos, Duration",Support,,,,,Chaos,,,,,,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/WitheringTouchSupport.webp
1788936683-409,https://poe2db.tw/us/Gem#SupportGems,Zenith I,"Zenith I (1)Support, Spell","Support, Spell",Support,,,,,,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ManatenanceSupport.webp
1788936683-410,https://poe2db.tw/us/Gem#SupportGems,Abiding Hex,"Abiding Hex (2)Support, Curse","Support, Curse",Support,,,Curse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PowerChargetogiveCurseDurationSupport.webp
1788936683-411,https://poe2db.tw/us/Gem#SupportGems,Acrimony,Acrimony (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AcrimonySupport.webp
1788936683-412,https://poe2db.tw/us/Gem#SupportGems,Ambrosia,Ambrosia (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AmbrosiaSupport.webp
1788936683-413,https://poe2db.tw/us/Gem#SupportGems,Bidding I,"Bidding I (2)Support, Minion, Command","Support, Minion, Command",Support,,,,,,,,,,,,,,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BiddingSupport.webp
1788936683-414,https://poe2db.tw/us/Gem#SupportGems,Bone Shrapnel,"Bone Shrapnel (2)Support, AoE, Trigger, Physical","Support, AoE, Trigger, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BoneShrapnelSupport.webp
1788936683-415,https://poe2db.tw/us/Gem#SupportGems,Boundless Energy I,Boundless Energy I (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ImpetusSupport.webp
1788936683-416,https://poe2db.tw/us/Gem#SupportGems,Catharsis,"Catharsis (2)Support, Physical, Chaos, Conditional","Support, Physical, Chaos, Conditional",Support,,,,Conditional,Chaos,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CleanseSupport.webp
1788936683-417,https://poe2db.tw/us/Gem#SupportGems,Frost Nexus,"Frost Nexus (2)Support, AoE, Cold","Support, AoE, Cold",Support,,,,,,,,,,,,,,,,,,,Cold,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FrozenNexusSupport.webp
1788936683-418,https://poe2db.tw/us/Gem#SupportGems,Cold Penetration,"Cold Penetration (2)Support, Cold","Support, Cold",Support,,,,,,,,,,,,,,,,,,,Cold,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ColdPenetrationSupport.webp
1788936683-419,https://poe2db.tw/us/Gem#SupportGems,Considered Casting,"Considered Casting (2)Support, Spell","Support, Spell",Support,,,,,,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ConsideredCastingSupport.webp
1788936683-420,https://poe2db.tw/us/Gem#SupportGems,Crackling Barrier,"Crackling Barrier (2)Support, Lightning, Channelling","Support, Lightning, Channelling",Support,,,,,,,,Channelling,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LightningThornsSupport.webp
1788936683-421,https://poe2db.tw/us/Gem#SupportGems,Danse Macabre,Danse Macabre (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DanseMacabreSupport.webp
1788936683-422,https://poe2db.tw/us/Gem#SupportGems,Deathmarch,"Deathmarch (2)Support, Minion, Persistent","Support, Minion, Persistent",Support,,,,,,,,,,,,,,Minion,,,,,,,,,,Persistent,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CleansingSupport.webp
1788936683-423,https://poe2db.tw/us/Gem#SupportGems,Embitter,"Embitter (2)Support, Cold","Support, Cold",Support,,,,,,,,,,,,,,,,,,,Cold,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EmbitterSupport.webp
1788936683-424,https://poe2db.tw/us/Gem#SupportGems,Empowered Sparks I,"Empowered Sparks I (2)Support, Projectile, Trigger, Lightning, Duration","Support, Projectile, Trigger, Lightning, Duration",Support,,,,,,,,,Projectile,,,,,,,,,Lightning,,Trigger,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EmpoweredSparks.webp
1788936683-425,https://poe2db.tw/us/Gem#SupportGems,Encroaching Ground,"Encroaching Ground (2)Support, AoE","Support, AoE",Support,,,,,,,,,,,,,,,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpandingGroundSupport.webp
1788936683-426,https://poe2db.tw/us/Gem#SupportGems,Excise,Excise (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExciseSupport.webp
1788936683-427,https://poe2db.tw/us/Gem#SupportGems,Accelerated Growth,"Accelerated Growth (2)Support, Spell, AoE, Trigger, Plant","Support, Spell, AoE, Trigger, Plant",Support,,,,,,,,,,,,,,,,Spell,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExplosiveGrowth.webp
1788936683-428,https://poe2db.tw/us/Gem#SupportGems,Fiery Death,"Fiery Death (2)Support, Spell, AoE, Trigger, Fire","Support, Spell, AoE, Trigger, Fire",Support,,,,,,,,,,Fire,,,,,,Spell,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FieryDeathSupport.webp
1788936683-429,https://poe2db.tw/us/Gem#SupportGems,Harmonic Remnants I,"Harmonic Remnants I (2)Support, Remnant","Support, Remnant",Support,,,,,,,,,,,,,,,,,,,,,,,Remnant,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RushedRemnantsSupport.webp
1788936683-430,https://poe2db.tw/us/Gem#SupportGems,Focused Curse,"Focused Curse (2)Support, Curse","Support, Curse",Support,,,Curse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FocusedHexSupport.webp
1788936683-431,https://poe2db.tw/us/Gem#SupportGems,Freeze,"Freeze (2)Support, Cold","Support, Cold",Support,,,,,,,,,,,,,,,,,,,Cold,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/HypothermiaSupport.webp
1788936683-432,https://poe2db.tw/us/Gem#SupportGems,Glacier,Glacier (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IceCrystalMoreLifeSupport.webp
1788936683-433,https://poe2db.tw/us/Gem#SupportGems,Gorge,Gorge (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/Mortuary.webp
1788936683-434,https://poe2db.tw/us/Gem#SupportGems,Icicle,Icicle (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IceCrystalLessLifeSupport.webp
1788936683-435,https://poe2db.tw/us/Gem#SupportGems,Intense Agony,"Intense Agony (2)Support, Spell, Duration","Support, Spell, Duration",Support,,,,,,,,,,,,,,,,Spell,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IntenseAgonySupport.webp
1788936683-436,https://poe2db.tw/us/Gem#SupportGems,Living Lightning,"Living Lightning (2)Support, Minion, Trigger, Lightning, Duration","Support, Minion, Trigger, Lightning, Duration",Support,,,,,,,,,,,,,,Minion,,,,Lightning,,Trigger,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LivingLightningSupport.webp
1788936683-437,https://poe2db.tw/us/Gem#SupportGems,Loyalty,"Loyalty (2)Support, Minion","Support, Minion",Support,,,,,,,,,,,,,,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TrustyCompanionSupport.webp
1788936683-438,https://poe2db.tw/us/Gem#SupportGems,Mana Flare,"Mana Flare (2)Support, Spell, AoE, Trigger, Fire","Support, Spell, AoE, Trigger, Fire",Support,,,,,,,,,,Fire,,,,,,Spell,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ManaFlareSupport.webp
1788936683-439,https://poe2db.tw/us/Gem#SupportGems,Font of Mana,"Font of Mana (2)Support, Totem","Support, Totem",Support,,,,,,Totem,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ManaFountainSupport.webp
1788936683-440,https://poe2db.tw/us/Gem#SupportGems,Mana Leech,"Mana Leech (2)Support, Attack, Physical","Support, Attack, Physical",Support,,,,,,,,,,,,Physical,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ManaLeechSupport.webp
1788936683-441,https://poe2db.tw/us/Gem#SupportGems,Minion Instability,"Minion Instability (2)Support, Minion, Fire","Support, Minion, Fire",Support,,,,,,,,,,Fire,,,,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MinionInstabilitySupport.webp
1788936683-442,https://poe2db.tw/us/Gem#SupportGems,Mysticism I,"Mysticism I (2)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MysticismSupport.webp
1788936683-443,https://poe2db.tw/us/Gem#SupportGems,Pinpoint Critical,Pinpoint Critical (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PinpointCriticalSupport.webp
1788936683-444,https://poe2db.tw/us/Gem#SupportGems,Potent Exposure,"Potent Exposure (2)Support, Spell","Support, Spell",Support,,,,,,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/StripAwaySupport.webp
1788936683-445,https://poe2db.tw/us/Gem#SupportGems,Shock Conduction,"Shock Conduction (2)Support, AoE, Lightning","Support, AoE, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ShockingProliferationSupport.webp
1788936683-446,https://poe2db.tw/us/Gem#SupportGems,Spell Echo,"Spell Echo (2)Support, Spell, AoE","Support, Spell, AoE",Support,,,,,,,,,,,,,,,,Spell,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SpellEchoSupport.webp
1788936683-447,https://poe2db.tw/us/Gem#SupportGems,Rising Tempest,Rising Tempest (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TempestTempoSupport.webp
1788936683-448,https://poe2db.tw/us/Gem#SupportGems,Upwelling I,"Upwelling I (2)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/UpwellingSupport.webp
1788936683-449,https://poe2db.tw/us/Gem#SupportGems,Wildfire,"Wildfire (2)Support, AoE, Fire","Support, AoE, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IgniteProliferationSupport.webp
1788936683-450,https://poe2db.tw/us/Gem#SupportGems,Chaos Attunement,"Chaos Attunement (3)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AddedChaosDamageSupport.webp
1788936683-451,https://poe2db.tw/us/Gem#SupportGems,Ambrosia II,Ambrosia II (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AmbrosiaSupport.webp
1788936683-452,https://poe2db.tw/us/Gem#SupportGems,Astral Projection,Astral Projection (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AstralProjectionSupport.webp
1788936683-453,https://poe2db.tw/us/Gem#SupportGems,Biting Frost I,"Biting Frost I (3)Support, Cold, Payoff","Support, Cold, Payoff",Support,,,,,,,,,,,,,,,,,,,Cold,,,,,,,,Payoff,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BitingFrostSupport.webp
1788936683-454,https://poe2db.tw/us/Gem#SupportGems,Brittle Armour,"Brittle Armour (3)Support, Physical, Cold","Support, Physical, Cold",Support,,,,,,,,,,,,Physical,,,,,,,Cold,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BrittleArmour.webp
1788936683-455,https://poe2db.tw/us/Gem#SupportGems,Chaotic Freeze,"Chaotic Freeze (3)Support, Spell, Chaos","Support, Spell, Chaos",Support,,,,,Chaos,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChaoticFreezeSupport.webp
1788936683-456,https://poe2db.tw/us/Gem#SupportGems,Corpse Conservation,Corpse Conservation (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CorpseConservationSupport.webp
